Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
n-a-i-s,NOVO Esports,262,"['sova', 'sage', 'skye', 'fade', 'cypher']",823,0.93,182.6,0.93,67%,123.3,0.66,0.20,0.07,0.07,28%,13%,,,542,585,163,54,59
n0nglaz,Made in Thailand,237,"['killjoy', 'cypher', 'sova', 'viper', 'chamber']",600,1.03,188.9,1.03,69%,129.8,0.68,0.24,0.10,0.09,28%,20%,,,406,393,141,59,56
n1er,Tyrant Esports,48,"['jett', 'raze', 'sage', 'reyna', 'neon']",327,0.84,197.0,0.84,64%,131.6,0.69,0.16,0.15,0.12,26%,16%,,,227,271,51,49,38
n9sty,AIM PH,25,"['jett', 'killjoy', 'cypher']",291,0.97,228.3,0.99,63%,146.1,0.82,0.10,0.17,0.14,35%,18%,,,239,242,28,49,41
nagz,Unknown,340,"['jett', 'killjoy', 'chamber', 'viper', 'sage']",674,1.18,220.2,1.27,74%,148.6,0.78,0.20,0.09,0.08,26%,19%,,,528,416,132,60,57
nahsie,Winthrop University,441,"['breach', 'omen', 'sova', 'astra', 'jett']",937,0.89,185.5,0.86,69%,121.9,0.65,0.36,0.07,0.10,25%,17%,,,608,709,341,65,92
naifma7,Vision Esports,82,"['sova', 'jett', 'raze', 'omen', 'fade']",679,0.94,195.5,0.92,64%,131.2,0.70,0.16,0.13,0.11,32%,11%,,,474,518,108,90,76
nakji,FearX,226,"['chamber', 'raze', 'omen', 'jett', 'kayo']",509,0.97,190.3,0.94,72%,122.8,0.66,0.39,0.06,0.09,29%,18%,,,337,359,200,31,47
nakya,Alter Ego,131,"['jett', 'raze', 'chamber', 'kayo', 'skye']",421,0.99,242.6,1.06,66%,155.9,0.84,0.15,0.21,0.17,31%,17%,,,354,335,63,89,72
namgoku,Unknown,87,"['jett', 'raze', 'sova']",226,0.71,170.5,0.69,58%,120.2,0.59,0.19,0.15,0.15,36%,19%,,,134,195,44,34,35
nanners,special grade,877,"['killjoy', 'viper', 'cypher', 'phoenix', 'sage']",578,1.07,215.8,1.07,69%,144.0,0.75,0.25,0.10,0.11,25%,18%,,,431,403,145,59,65
nasty,PAPA ESPORTS,41,"['jett', 'raze']",453,1.01,220.3,1.02,66%,141.3,0.78,0.10,0.19,0.16,27%,14%,,,353,346,45,85,73
nate,ILLICIT,397,"['chamber', 'raze', 'jett', 'kayo', 'sage']",414,0.86,197.5,0.88,66%,134.7,0.70,0.15,0.17,0.18,29%,17%,,,290,328,61,67,69
natz,Unknown,235,"['cypher', 'chamber', 'omen', 'killjoy', 'skye']",308,0.83,184.9,0.82,64%,121.4,0.65,0.32,0.09,0.12,27%,12%,,,199,243,98,29,38
navarro,Gekko,103,"['sova', 'fade', 'skye', 'astra', 'kayo']",450,0.88,159.0,0.81,69%,107.5,0.55,0.32,0.06,0.07,24%,14%,,,247,304,145,27,31
nawaf,Suicide Squad,139,"['fade', 'sova', 'kayo', 'skye']",860,0.93,182.4,0.86,66%,123.3,0.65,0.26,0.08,0.09,34%,14%,,,555,645,221,67,76
nay,Cynical,243,"['jett', 'killjoy', 'reyna', 'phoenix', 'sage']",296,0.84,175.5,0.83,64%,119.0,0.65,0.18,0.06,0.08,35%,10%,,,191,231,54,18,25
ncslasher,BOOM Esports,318,"['raze', 'astra', 'kayo', 'skye', 'breach']",1192,1.04,203.2,1.05,78%,130.0,0.72,0.42,0.10,0.08,26%,16%,,,855,812,504,116,100
near,United Gaming,271,"['sova', 'cypher', 'viper', 'fade', 'skye']",1427,0.98,188.9,0.98,70%,123.2,0.67,0.24,0.06,0.07,23%,14%,,,955,972,344,90,103
nefi,Szach Mat,209,"['skye', 'viper', 'kayo', 'astra', 'omen']",292,1.06,198.9,1.00,73%,134.3,0.70,0.34,0.06,0.09,33%,21%,,,204,203,99,17,26
negradas,SZK Esports,39,"['jett', 'raze', 'phoenix', 'skye', 'killjoy']",218,0.84,164.2,0.77,64%,113.8,0.58,0.26,0.06,0.09,31%,13%,,,127,164,56,14,20
neiker,Team Galaga,165,"['jett', 'breach', 'kayo', 'killjoy', 'skye']",207,0.67,152.1,0.66,57%,103.9,0.54,0.14,0.05,0.10,33%,16%,,,112,170,28,11,20
neon,Furious Gaming,67,"['jett', 'raze', 'neon', 'yoru', 'chamber']",646,0.99,220.5,0.98,67%,145.9,0.74,0.19,0.18,0.18,25%,13%,,,481,490,125,114,117
neptune,Fisher Navy,606,"['breach', 'kayo', 'raze', 'sova', 'skye']",772,1.01,205.0,1.00,73%,130.8,0.72,0.41,0.09,0.08,32%,16%,,,552,554,320,67,61
neptuno,SZK Esports,207,"['killjoy', 'viper', 'omen', 'breach', 'cypher']",310,1.12,212.1,1.07,70%,144.3,0.72,0.35,0.05,0.11,24%,14%,,,224,209,108,16,34
nero,Unknown,82,"['sova', 'fade', 'skye', 'omen']",648,0.90,170.2,0.84,68%,115.5,0.61,0.29,0.05,0.08,26%,14%,,,395,469,187,31,50
nerve,Unknown,801,"['omen', 'astra', 'viper', 'brimstone']",930,0.97,176.3,0.93,73%,114.7,0.61,0.42,0.05,0.05,26%,25%,,,567,609,387,50,50
neskaas,Unknown,234,"['killjoy', 'sova', 'skye', 'cypher', 'breach']",1087,0.97,193.5,0.98,69%,127.6,0.69,0.20,0.10,0.10,26%,21%,,,753,765,214,113,108
neto,Zen eSports,112,"['jett', 'chamber', 'killjoy', 'viper', 'sage']",591,0.97,205.8,1.01,67%,135.6,0.72,0.14,0.14,0.13,28%,12%,,,427,423,85,85,79
net,Unknown,394,"['cypher', 'killjoy', 'viper', 'chamber']",1041,0.97,181.7,1.01,70%,122.2,0.66,0.17,0.08,0.08,31%,13%,,,683,674,173,83,82
newzera,Unknown,228,"['breach', 'skye', 'jett', 'sova', 'sage']",310,0.79,165.8,0.82,70%,104.7,0.59,0.33,0.08,0.11,36%,7%,,,183,224,101,24,33
nex1sphix,The MongolZ,59,"['omen', 'cypher', 'brimstone', 'kayo', 'killjoy']",319,1.04,199.3,1.02,72%,132.2,0.71,0.39,0.05,0.07,32%,9%,,,226,221,126,17,23
nexi,NAOS,275,"['killjoy', 'cypher', 'chamber', 'kayo', 'viper']",974,1.05,197.5,1.07,76%,131.2,0.70,0.30,0.06,0.07,28%,9%,,,682,638,289,60,66
ngk,ONE Team Esports,35,"['jett', 'omen', 'raze', 'reyna']",372,0.99,217.6,0.99,68%,141.7,0.76,0.22,0.15,0.15,27%,9%,,,283,286,83,57,54
nhatthong2k,Team Big BAAM,208,"['jett', 'raze']",240,0.88,198.1,0.88,68%,139.3,0.68,0.17,0.17,0.18,27%,6%,,,162,185,41,40,42
nicksz,pugdesonesto,191,"['kayo', 'breach', 'sage', 'sova', 'skye']",1407,0.90,179.1,0.86,73%,117.4,0.61,0.42,0.08,0.09,24%,17%,,,863,1008,597,109,126
nicomachine,All Knights,170,"['raze', 'kayo', 'jett', 'breach', 'fade']",1427,1.01,188.8,0.96,77%,123.4,0.64,0.47,0.08,0.09,24%,20%,,,911,953,669,117,126
niffy,Sharper Esport,204,"['jett', 'raze', 'breach', 'skye']",695,1.05,227.9,1.04,68%,152.9,0.79,0.17,0.16,0.16,27%,15%,,,551,530,115,110,111
nille,who cars?,153,"['killjoy', 'viper', 'cypher']",428,0.97,192.0,0.96,71%,131.1,0.70,0.20,0.07,0.07,27%,13%,,,299,312,84,31,32
ninjas,Vision Esports,232,"['omen', 'breach', 'kayo', 'jett', 'viper']",1006,0.88,173.5,0.83,66%,118.8,0.62,0.31,0.07,0.10,29%,11%,,,620,744,314,67,100
ninja,Chipi Chapa's,101,"['omen', 'viper', 'sova', 'astra', 'brimstone']",493,1.09,210.0,1.13,73%,137.0,0.77,0.29,0.09,0.10,33%,12%,,,381,337,141,45,49
nismo,Unknown,472,"['raze', 'kayo', 'skye', 'breach', 'reyna']",1424,1.02,189.2,0.98,75%,124.5,0.66,0.48,0.08,0.07,32%,12%,,,934,949,679,107,102
nitr0,Unknown,176,"['omen', 'sage', 'jett', 'viper', 'killjoy']",383,0.93,179.4,0.95,72%,118.4,0.62,0.23,0.08,0.08,23%,16%,,,239,252,90,29,32
nixoon,OnlyFins,486,"['fade', 'sova', 'breach', 'skye', 'astra']",991,0.80,173.0,0.77,67%,108.2,0.60,0.35,0.09,0.12,21%,20%,,,593,766,345,91,117
niz,Santa Gang,38,"['sova', 'omen', 'viper', 'gekko', 'skye']",315,0.96,188.7,0.98,70%,128.1,0.68,0.22,0.09,0.10,32%,11%,,,215,219,69,27,33
nk4y,Unknown,240,"['jett', 'raze', 'chamber', 'reyna']",236,0.96,209.3,1.01,69%,143.9,0.75,0.19,0.14,0.15,34%,3%,,,178,177,46,32,35
no1syboy,Unknown,285,"['breach', 'killjoy', 'kayo', 'sage', 'cypher']",744,0.83,176.8,0.82,64%,117.4,0.63,0.21,0.08,0.09,22%,13%,,,465,569,159,63,69
nobita,Sengoku Gaming,131,"['sova', 'fade', 'viper', 'skye']",736,0.98,191.7,0.97,72%,129.1,0.68,0.31,0.07,0.07,27%,14%,,,500,516,225,50,54
nohelp,Unknown,46,"['cypher', 'sova', 'breach', 'fade', 'jett']",207,1.12,222.5,1.17,70%,144.3,0.78,0.22,0.14,0.12,32%,13%,,,161,138,46,29,24
noia,Shopify Rebellion,461,"['killjoy', 'cypher', 'chamber', 'skye', 'jett']",323,0.90,184.2,0.90,69%,124.7,0.66,0.18,0.06,0.08,29%,18%,,,212,235,57,20,25
noir,Koopa Troopas,139,"['killjoy', 'cypher', 'skye', 'chamber', 'brimstone']",315,0.93,172.7,0.91,68%,120.7,0.63,0.29,0.06,0.08,25%,22%,,,198,218,90,19,24
noman,Unknown,100,"['jett', 'raze', 'neon', 'reyna', 'viper']",221,1.14,210.5,1.01,71%,132.5,0.74,0.22,0.15,0.14,24%,14%,,,164,162,49,33,30
notexxd,Lemonade Stand,175,"['omen', 'viper', 'harbor', 'brimstone']",507,1.13,216.0,1.14,76%,142.4,0.77,0.39,0.11,0.09,35%,22%,,,391,344,196,54,46
nowaxxzang,Cicadas Gaming,270,"['omen', 'astra', 'brimstone', 'cypher', 'viper']",271,0.86,172.6,0.82,70%,115.2,0.61,0.27,0.11,0.07,27%,21%,,,166,202,72,31,18
noxus,xProjekt,72,"['jett', 'raze', 'omen', 'sova', 'skye']",414,0.85,179.9,0.84,61%,122.2,0.63,0.20,0.13,0.15,26%,18%,,,262,312,82,55,64
nozz,BOBO,291,"['breach', 'astra', 'sage', 'viper', 'killjoy']",678,1.08,201.9,1.04,74%,132.8,0.70,0.45,0.07,0.08,30%,22%,,,472,454,308,49,52
ntk,LAZY,229,"['jett', 'killjoy', 'cypher', 'brimstone', 'omen']",275,0.79,183.6,0.76,63%,121.9,0.61,0.23,0.12,0.12,19%,5%,,,167,219,63,33,32
ntk,XLD Gaming,417,"['sova', 'raze', 'breach', 'skye']",1124,0.93,196.9,0.88,67%,129.6,0.66,0.35,0.09,0.10,19%,9%,,,747,848,390,106,113
nunmeister,B8 Esports,127,"['killjoy', 'cypher', 'viper', 'yoru', 'kayo']",907,0.93,191.8,0.90,65%,126.6,0.67,0.29,0.08,0.10,27%,14%,,,611,676,259,74,91
nyczu,ESC Gaming,340,"['viper', 'killjoy', 'cypher', 'breach']",455,0.92,173.1,0.88,66%,118.7,0.62,0.20,0.06,0.07,24%,7%,,,281,321,89,27,31
nythan,ARF TEAM,89,"['skye', 'sage', 'breach', 'kayo']",772,1.03,197.5,1.01,73%,130.3,0.71,0.33,0.07,0.08,29%,21%,,,549,544,256,56,60
obnoks,MOUZ,344,"['skye', 'omen', 'killjoy', 'phoenix', 'brimstone']",1271,0.99,196.0,1.00,73%,130.5,0.69,0.29,0.07,0.07,30%,13%,,,879,878,371,90,88
oderus,Moist x Shopify,509,"['viper', 'killjoy', 'jett', 'cypher', 'astra']",826,0.91,168.3,0.93,68%,114.5,0.61,0.23,0.07,0.11,32%,13%,,,501,536,191,61,93
oitan,IGZIST,217,"['killjoy', 'cypher', 'viper', 'chamber', 'kayo']",329,0.89,177.6,0.79,70%,119.8,0.61,0.33,0.07,0.07,33%,11%,,,200,253,110,23,24
okeanos,Unknown,524,"['jett', 'raze', 'chamber', 'sova']",1284,1.07,253.0,1.14,72%,160.1,0.88,0.20,0.23,0.16,26%,13%,,,1128,988,252,290,207
olizera,UCAM Esports Club,240,"['killjoy', 'raze', 'cypher', 'reyna', 'chamber']",493,0.94,199.0,0.93,67%,132.5,0.69,0.25,0.12,0.15,23%,16%,,,339,366,124,57,73
oniby,Akroma,248,"['sova', 'fade', 'sage', 'killjoy', 'cypher']",595,0.82,174.1,0.77,68%,121.2,0.57,0.27,0.10,0.10,31%,9%,,,342,443,163,58,59
only1,Unknown,35,"['jett', 'raze']",281,0.98,212.6,1.03,66%,136.1,0.75,0.16,0.17,0.15,23%,17%,,,210,203,45,47,42
onsra,There is no tomorrow,47,"['jett', 'raze']",208,0.69,167.3,0.71,61%,109.5,0.59,0.14,0.15,0.20,26%,17%,,,122,172,30,31,42
orgil,123,67,"['breach', 'skye', 'kayo', 'sova', 'jett']",319,0.84,187.3,0.78,66%,123.0,0.61,0.33,0.10,0.08,32%,19%,,,194,249,105,31,27
otaq,TP REVEN,73,"['kayo', 'breach', 'sage', 'killjoy', 'cypher']",313,1.13,211.6,1.02,76%,138.0,0.72,0.47,0.05,0.05,22%,10%,,,226,222,148,15,15
outcazt,Unknown,55,"['sova', 'breach', 'omen', 'viper']",254,0.76,147.6,0.73,68%,100.9,0.52,0.28,0.04,0.06,27%,9%,,,132,182,72,9,16
outlaw,Unknown,426,"['viper', 'kayo', 'killjoy', 'cypher']",617,0.98,187.5,1.07,73%,123.5,0.70,0.29,0.06,0.07,33%,15%,,,431,404,178,39,41
owen-q-t,OLD STINKY CAT,129,"['omen', 'viper', 'astra', 'brimstone', 'harbor']",399,0.90,179.6,0.84,68%,120.7,0.63,0.37,0.09,0.08,27%,13%,,,252,301,149,34,33
ozzytk,Metizport,56,"['viper', 'breach', 'skye']",501,0.84,181.2,0.82,65%,120.1,0.62,0.27,0.09,0.10,33%,9%,,,313,382,134,46,52
p0ppin,Paragons,62,"['raze', 'jett', 'sova', 'skye', 'sage']",246,0.92,217.4,0.94,67%,137.4,0.75,0.19,0.21,0.21,23%,19%,,,185,196,47,52,52
p1na,Team Big BAAM,212,"['astra', 'viper', 'omen', 'brimstone']",240,1.10,206.3,1.09,72%,139.1,0.73,0.33,0.08,0.08,34%,15%,,,176,162,79,19,19
p4nd4,Six Karma,60,"['cypher', 'jett', 'kayo', 'gekko', 'killjoy']",504,0.83,160.4,0.77,65%,108.7,0.55,0.28,0.05,0.08,25%,19%,,,277,362,140,27,42
pa1ka,DVM Esport,122,"['jett', 'killjoy', 'cypher', 'raze', 'viper']",274,0.91,167.9,0.85,72%,115.3,0.59,0.24,0.06,0.08,37%,12%,,,163,191,66,16,21
pa1nt,Blue Otter,536,"['jett', 'raze', 'neon', 'yoru']",880,1.09,252.4,1.17,71%,158.7,0.88,0.15,0.24,0.19,27%,15%,,,774,660,133,213,166
pa1ze,Unknown,135,"['raze', 'jett', 'neon', 'chamber']",1207,1.07,243.3,1.13,69%,153.9,0.83,0.18,0.21,0.20,25%,17%,,,1005,889,213,255,243
padangrice,DIS Esports,76,"['sova', 'viper', 'omen', 'sage', 'gekko']",231,0.79,170.8,0.69,65%,120.8,0.57,0.25,0.06,0.08,22%,9%,,,131,190,58,14,18
